Year,Location,Month,Site,Replicate,Scientific_Name,Sum of Biomass_kg_per_m2
2018,North,Mar,BB,9,Odonthalia,0.0064
2018,North,Mar,BB,9,Ptilota,0.0576
2018,North,Mar,BB,9,Rhodomela,0.03
2018,North,Mar,BB,9,Saccharina latissima,0.0032
2018,North,Mar,BB,9,Sphacelaria,0.004
2018,North,Mar,BB,10,Agarum,0.49
2018,North,Mar,BB,10,Alaria,0.0256
2018,North,Mar,BB,10,bryozoan,0.1928
2018,North,Mar,BB,10,Constantinia,0.0232
2018,North,Mar,BB,10,Desmarestia,0.0148
2018,North,Mar,BB,10,dregs,0.8576
2018,North,Mar,BB,10,Fucus,0.1892
2018,North,Mar,BB,10,Laminaria,0.5104
2018,North,Mar,BB,10,misc. red,1.8376
2018,North,Mar,BB,10,Odonthalia,0.0048
2018,North,Mar,BB,10,Ptilota,0.0092
2018,North,Mar,BP,1,Agarum,0.066
2018,North,Mar,BP,1,Laminaria,0.0756
2018,North,Mar,BP,1,misc. red,0.032
2018,North,Mar,BP,1,Odonthalia,0.0028
2018,North,Mar,BP,1,Saccharina latissima,0.0416
2018,North,Mar,BP,2,Agarum,0.6124
2018,North,Mar,BP,2,bryozoan,0.00004
2018,North,Mar,BP,2,Constantinia,0.0176
2018,North,Mar,BP,2,Desmarestia,0.00004
2018,North,Mar,BP,2,fleshy bryozoan,0.096
2018,North,Mar,BP,2,Laminaria,0.2504
2018,North,Mar,BP,2,misc. holdfast,0.0652
2018,North,Mar,BP,2,misc. red,0.0644
2018,North,Mar,BP,2,Odonthalia,0.0012
2018,North,Mar,BP,2,Opuntiella,0.0064
2018,North,Mar,BP,3,Agarum,0.1408
2018,North,Mar,BP,3,Desmarestia,0.00004
2018,North,Mar,BP,3,Laminaria,0.096
2018,North,Mar,BP,3,misc. red,0.0248
2018,North,Mar,BP,3,Nereocystis,1.4124
2018,North,Mar,BP,3,Odonthalia,0.00004
2018,North,Mar,BP,3,Opuntiella,0.0072
2018,North,Mar,BP,4,Agarum,0.3016
2018,North,Mar,BP,4,bryozoan,0.0002
2018,North,Mar,BP,4,Desmarestia,0.0048
2018,North,Mar,BP,4,fleshy bryozoan,0.05
2018,North,Mar,BP,4,Laminaria,0.4364
2018,North,Mar,BP,4,misc. red,0.1324
2018,North,Mar,BP,4,Nereocystis,0.2328
2018,North,Mar,BP,4,Odonthalia,0.0008
2018,North,Mar,BP,4,Opuntiella,0.0064
2018,North,Mar,BP,4,Saccharina latissima,0.0296
2018,North,Mar,BP,5,Agarum,0.3556
2018,North,Mar,BP,5,bryozoan,0.0008
2018,North,Mar,BP,5,Chondracanthus,0.0028
2018,North,Mar,BP,5,Constantinia,0.0076
2018,North,Mar,BP,5,fleshy bryozoan,0.0912
2018,North,Mar,BP,5,Laminaria,0.0892
2018,North,Mar,BP,5,misc. holdfast,0.0436
2018,North,Mar,BP,5,misc. red,0.0528
2018,North,Mar,BP,5,Odonthalia,0.0008
2018,North,Mar,BP,5,Opuntiella,0.0132
2018,North,Mar,BP,6,Agarum,0.288
2018,North,Mar,BP,6,Constantinia,0.0172
2018,North,Mar,BP,6,Desmarestia,0.0012
2018,North,Mar,BP,6,fleshy bryozoan,0.1176
2018,North,Mar,BP,6,Laminaria,0.1344
2018,North,Mar,BP,6,misc. holdfast,0.1764
2018,North,Mar,BP,6,misc. red,0.0136
2018,North,Mar,BP,6,Odonthalia,0.00004
2018,North,Mar,BP,6,Saccharina latissima,0.0036
2018,North,Mar,BP,7,Agarum,0.106
2018,North,Mar,BP,7,Laminaria,0.162
2018,North,Mar,BP,7,misc. red,0.0052
2018,North,Mar,BP,7,Odonthalia,0.0008
2018,North,Mar,BP,7,Opuntiella,0.0196
2018,North,Mar,BP,7,Rhodomela,0.0116
2018,North,Mar,BP,8,Agarum,0.1244
2018,North,Mar,BP,8,Constantinia,0.0088
2018,North,Mar,BP,8,dregs,0.012
2018,North,Mar,BP,8,fleshy bryozoan,0.0392
2018,North,Mar,BP,8,Fucus,0.006
2018,North,Mar,BP,8,Laminaria,0.018
2018,North,Mar,BP,9,Agarum,0.2864
2018,North,Mar,BP,9,Constantinia,0.006
2018,North,Mar,BP,9,fleshy bryozoan,0.0292
2018,North,Mar,BP,9,Laminaria,0.0568
2018,North,Mar,BP,9,misc. holdfast,0.0128
2018,North,Mar,BP,9,misc. red,0.0436
2018,North,Mar,BP,9,Odonthalia,0.00004
2018,North,Mar,BP,10,Agarum,0.324
2018,North,Mar,BP,10,Desmarestia,0.00004
2018,North,Mar,BP,10,Fucus,0.0424
2018,North,Mar,BP,10,Laminaria,0.14
2018,North,Mar,BP,10,misc. holdfast,0.0064
2018,North,Mar,BP,10,misc. red,0.0244
2018,North,Mar,BP,10,Nereocystis,1.5484
2018,North,Mar,BP,10,Odonthalia,0.0032
2018,North,Mar,BP,10,Saccharina latissima,0.0052
2018,North,Apr,AP,1,Agarum,0.1288
2018,North,Apr,AP,1,Alaria,0.0056
2018,North,Apr,AP,1,Analipus japonicus,0.00004
2018,North,Apr,AP,1,bryozoan,0.0008
2018,North,Apr,AP,1,Desmarestia,0.0056
2018,North,Apr,AP,1,dregs,0.0072
2018,North,Apr,AP,1,fleshy bryozoan,0.1064
2018,North,Apr,AP,1,Fucus,0.0984
2018,North,Apr,AP,1,Laminaria,1.1432
2018,North,Apr,AP,1,misc. holdfast,0.0384
2018,North,Apr,AP,1,misc. red,0.2792
2018,North,Apr,AP,1,Odonthalia,0.0016
2018,North,Apr,AP,1,Ptilota,0.0144
2018,North,Apr,AP,1,Rhodomela,0.0016
2018,North,Apr,AP,1,Saccharina latissima,0.0384
2018,North,Apr,AP,2,Agarum,0.0024
2018,North,Apr,AP,2,bryozoan,0.00004
2018,North,Apr,AP,2,Desmarestia,0.0012
2018,North,Apr,AP,2,Laminaria,0.038
2018,North,Apr,AP,2,misc. holdfast,0.00004
2018,North,Apr,AP,2,misc. red,0.0092
2018,North,Apr,AP,2,Odonthalia,0.00004
2018,North,Apr,AP,2,Saccharina latissima,0.1784
2018,North,Apr,AP,3,Agarum,0.008
2018,North,Apr,AP,3,Desmarestia,0.00004
2018,North,Apr,AP,3,dregs,0.008
2018,North,Apr,AP,3,Laminaria,0.0032
2018,North,Apr,AP,3,misc. red,0.0044
2018,North,Apr,AP,3,Ptilota,0.00004
2018,North,Apr,AP,4,Agarum,0.0108
2018,North,Apr,AP,4,Desmarestia,0.00004
2018,North,Apr,AP,4,dregs,0.0012
2018,North,Apr,AP,4,Laminaria,0.0552
2018,North,Apr,AP,4,misc. red,0.0268
2018,North,Apr,AP,4,Odonthalia,0.0008
2018,North,Apr,AP,4,Ptilota,0.00004
2018,North,Apr,AP,5,Agarum,0.0552
2018,North,Apr,AP,5,bryozoan,0.002
2018,North,Apr,AP,5,Desmarestia,0.00004
2018,North,Apr,AP,5,dregs,0.0436
2018,North,Apr,AP,5,Fucus,0.00004
2018,North,Apr,AP,5,Laminaria,0.2388
2018,North,Apr,AP,5,misc. holdfast,0.0084
2018,North,Apr,AP,5,misc. red,0.0644
2018,North,Apr,AP,5,Odonthalia,0.0008
2018,North,Apr,AP,5,Ptilota,0.00004
2018,North,Apr,AP,5,Saccharina latissima,0.0148
2018,North,Apr,AP,6,Agarum,0.01
2018,North,Apr,AP,6,Alaria,0.0076
2018,North,Apr,AP,6,bryozoan,0.0012
2018,North,Apr,AP,6,Desmarestia,0.0012
2018,North,Apr,AP,6,dregs,0.0084
2018,North,Apr,AP,6,Fucus,0.0412
2018,North,Apr,AP,6,Laminaria,0.1488
2018,North,Apr,AP,6,misc. red,0.016
2018,North,Apr,AP,6,Odonthalia,0.0016
2018,North,Apr,AP,6,Opuntiella,0.00004
2018,North,Apr,AP,6,Ptilota,0.0144
2018,North,Apr,AP,6,Saccharina latissima,0.0276
2018,North,Apr,AP,7,Agarum,0.0432
2018,North,Apr,AP,7,Alaria,0.0012
2018,North,Apr,AP,7,Desmarestia,0.00004
2018,North,Apr,AP,7,dregs,0.0096
2018,North,Apr,AP,7,fleshy bryozoan,0.004
2018,North,Apr,AP,7,Fucus,0.0036
2018,North,Apr,AP,7,Laminaria,0.042
2018,North,Apr,AP,7,misc. holdfast,0.0016
2018,North,Apr,AP,7,misc. red,0.0144
2018,North,Apr,AP,7,Odonthalia,0.0012
2018,North,Apr,AP,7,Ptilota,0.002
2018,North,Apr,AP,7,Saccharina latissima,0.0512
2018,North,Apr,AP,8,Agarum,0.0272
2018,North,Apr,AP,8,Alaria,0.0032
2018,North,Apr,AP,8,bryozoan,0.00004
2018,North,Apr,AP,8,Desmarestia,0.00004
2018,North,Apr,AP,8,dregs,0.016
2018,North,Apr,AP,8,Laminaria,0.094
2018,North,Apr,AP,8,misc. holdfast,0.0112
2018,North,Apr,AP,8,misc. red,0.062
2018,North,Apr,AP,8,Odonthalia,0.002
2018,North,Apr,AP,8,Ptilota,0.00004
2018,North,Apr,AP,8,Saccharina latissima,0.1104
2018,North,Apr,AP,9,Agarum,0.0604
2018,North,Apr,AP,9,dregs,0.0124
2018,North,Apr,AP,9,Fucus,0.0256
2018,North,Apr,AP,9,Laminaria,0.0692
2018,North,Apr,AP,9,misc. red,0.05
2018,North,Apr,AP,9,Odonthalia,0.0008
2018,North,Apr,AP,9,Opuntiella,0.004
2018,North,Apr,AP,9,Ptilota,0.0068
2018,North,Apr,AP,9,Rhodomela,0.00004
2018,North,Apr,AP,9,Saccharina latissima,0.1232
2018,North,Apr,AP,10,Agarum,0.0496
2018,North,Apr,AP,10,Alaria,0.0128
2018,North,Apr,AP,10,bryozoan,0.00004
2018,North,Apr,AP,10,Desmarestia,0.0084
2018,North,Apr,AP,10,dregs,0.0044
2018,North,Apr,AP,10,fleshy bryozoan,0.0028
2018,North,Apr,AP,10,Fucus,0.0012
2018,North,Apr,AP,10,Laminaria,0.2548
2018,North,Apr,AP,10,misc. red,0.0344
2018,North,Apr,AP,10,Odonthalia,0.01
2018,North,Apr,AP,10,Opuntiella,0.0108
2018,North,Apr,AP,10,Ptilota,0.0124
2018,North,Apr,AP,10,Saccharina latissima,0.0108
2018,North,Apr,BB,1,Agarum,0.0184
2018,North,Apr,BB,1,bryozoan,0.0012
2018,North,Apr,BB,1,Desmarestia,0.0016
2018,North,Apr,BB,1,Fucus,0.086
2018,North,Apr,BB,1,Laminaria,0.1936
2018,North,Apr,BB,1,misc. red,0.0664
2018,North,Apr,BB,1,Opuntiella,0.0096
2018,North,Apr,BB,1,Palmaria,0.0068
2018,North,Apr,BB,1,Ptilota,0.00004
2018,North,Apr,BB,1,Saccharina latissima,0.1068
2018,North,Apr,BB,2,Agarum,0.0164
2018,North,Apr,BB,2,Alaria,0.2776
2018,North,Apr,BB,2,Desmarestia,0.0208
2018,North,Apr,BB,2,Fucus,0.0764
2018,North,Apr,BB,2,Saccharina latissima,0.1436
2018,North,Apr,BB,3,Agarum,0.0012
2018,North,Apr,BB,3,Alaria,0.01
2018,North,Apr,BB,3,bryozoan,0.0032
2018,North,Apr,BB,3,Desmarestia,0.0272
2018,North,Apr,BB,3,dregs,0.00004
2018,North,Apr,BB,3,Fucus,0.0132
2018,North,Apr,BB,3,Laminaria,0.1328
2018,North,Apr,BB,3,misc. red,0.0052
2018,North,Apr,BB,3,Ptilota,0.0008
2018,North,Apr,BB,3,Saccharina latissima,0.0772
2018,North,Apr,BB,4,Agarum,0.0208
2018,North,Apr,BB,4,Desmarestia,0.004
2018,North,Apr,BB,4,Dictyosiphon,0.00004
2018,North,Apr,BB,4,dregs,0.0016
2018,North,Apr,BB,4,fleshy bryozoan,0.0008
2018,North,Apr,BB,4,Fucus,0.0484
2018,North,Apr,BB,4,Laminaria,0.0812
2018,North,Apr,BB,4,misc. red,0.016
2018,North,Apr,BB,4,Odonthalia,0.00004
2018,North,Apr,BB,4,Ptilota,0.0052
2018,North,Apr,BB,4,Rhodomela,0.0012
2018,North,Apr,BB,4,Saccharina latissima,0.1224
2018,North,Apr,BB,5,Dictyosiphon,0.00004
2018,North,Apr,BB,5,Laminaria,0.0048
2018,North,Apr,BB,5,Saccharina latissima,0.0608
2018,North,Apr,BB,6,Agarum,0.006
2018,North,Apr,BB,6,Dictyosiphon,0.00004
2018,North,Apr,BB,6,Fucus,0.0796
2018,North,Apr,BB,6,Laminaria,0.0048
2018,North,Apr,BB,6,Saccharina latissima,0.1252
2018,North,Apr,BB,7,Desmarestia,0.0012
2018,North,Apr,BB,7,Fucus,0.0384
2018,North,Apr,BB,7,Odonthalia,0.0004
2018,North,Apr,BB,7,Saccharina latissima,0.094
2018,North,Apr,BB,8,Agarum,0.1264
2018,North,Apr,BB,8,bryozoan,0.0096
2018,North,Apr,BB,8,Desmarestia,0.0128
2018,North,Apr,BB,8,dregs,0.1016
2018,North,Apr,BB,8,fleshy bryozoan,0.0024
2018,North,Apr,BB,8,Fucus,0.0216
2018,North,Apr,BB,8,Laminaria,0.3328
2018,North,Apr,BB,8,misc. red,0.0552
2018,North,Apr,BB,8,Ptilota,0.0152
2018,North,Apr,BB,8,Saccharina latissima,0.0984
2018,North,Apr,BB,8,Ulva,0.0032
2018,North,Apr,BB,9,Agarum,0.0008
2018,North,Apr,BB,9,Alaria,0.0212
2018,North,Apr,BB,9,Desmarestia,0.008
2018,North,Apr,BB,9,Fucus,0.0136
2018,North,Apr,BB,9,Laminaria,0.0008
2018,North,Apr,BB,9,misc. red,0.0004
2018,North,Apr,BB,9,Saccharina latissima,0.238
2018,North,Apr,BB,10,Fucus,0.0104
2018,North,Apr,BB,10,Laminaria,0.02
2018,North,Apr,BB,10,Palmaria,0.0204
2018,North,Apr,BB,10,Saccharina latissima,0.1304
2018,North,Apr,BP,1,Agarum,0.392
2018,North,Apr,BP,1,bryozoan,0.0012
2018,North,Apr,BP,1,dregs,0.0388
2018,North,Apr,BP,1,fleshy bryozoan,0.0156
2018,North,Apr,BP,1,Fucus,0.0312
2018,North,Apr,BP,1,Laminaria,0.278
2018,North,Apr,BP,1,misc. red,0.0748
2018,North,Apr,BP,1,Ptilota,0.0016
2018,North,Apr,BP,2,Agarum,0.4448
2018,North,Apr,BP,2,bryozoan,0.00004
2018,North,Apr,BP,2,Desmarestia,0.0016
2018,North,Apr,BP,2,dregs,0.0836
2018,North,Apr,BP,2,fleshy bryozoan,0.0056
2018,North,Apr,BP,2,Fucus,0.0076
2018,North,Apr,BP,2,misc. holdfast,0.054
2018,North,Apr,BP,2,misc. red,0.0392
2018,North,Apr,BP,2,Ptilota,0.0008
2018,North,Apr,BP,3,Agarum,0.3056
2018,North,Apr,BP,3,bryozoan,0.00004
2018,North,Apr,BP,3,dregs,0.0024
2018,North,Apr,BP,3,misc. holdfast,0.0056
2018,North,Apr,BP,3,misc. red,0.0336
2018,North,Apr,BP,3,Ptilota,0.0004
2018,North,Apr,BP,4,Agarum,0.0468
2018,North,Apr,BP,4,Desmarestia,0.00004
2018,North,Apr,BP,4,misc. red,0.008
2018,North,Apr,BP,4,Opuntiella,0.0032
2018,North,Apr,BP,4,Ptilota,0.00004
2018,North,Apr,BP,5,Agarum,0.022
2018,North,Apr,BP,5,Desmarestia,0.00004
2018,North,Apr,BP,5,dregs,0.0372
2018,North,Apr,BP,5,fleshy bryozoan,0.0064
2018,North,Apr,BP,5,misc. holdfast,0.0032
2018,North,Apr,BP,5,misc. red,0.0348
2018,North,Apr,BP,5,Ptilota,0.00004
2018,North,Apr,BP,6,Agarum,0.8404
2018,North,Apr,BP,6,bryozoan,0.0004
2018,North,Apr,BP,6,Desmarestia,0.0028
2018,North,Apr,BP,6,dregs,0.1056
2018,North,Apr,BP,6,fleshy bryozoan,0.0592
2018,North,Apr,BP,6,Fucus,0.0024
2018,North,Apr,BP,6,misc. red,0.3236
2018,North,Apr,BP,6,Ptilota,0.0016
2018,North,Apr,BP,6,Rhodomela,0.0016
2018,North,Apr,BP,7,Agarum,0.2132
2018,North,Apr,BP,7,bryozoan,0.0008
2018,North,Apr,BP,7,Desmarestia,0.0036
2018,North,Apr,BP,7,dregs,0.0232
2018,North,Apr,BP,7,fleshy bryozoan,0.0188
2018,North,Apr,BP,7,Fucus,0.0316
2018,North,Apr,BP,7,misc. holdfast,0.0284
2018,North,Apr,BP,7,misc. red,0.1504
2018,North,Apr,BP,7,Nereocystis,0.0744
2018,North,Apr,BP,7,Ptilota,0.002
2018,North,Apr,BP,8,Agarum,0.0764
2018,North,Apr,BP,8,bryozoan,0.00004
2018,North,Apr,BP,8,Desmarestia,0.0036
2018,North,Apr,BP,8,fleshy bryozoan,0.0052
2018,North,Apr,BP,8,Fucus,0.0116
2018,North,Apr,BP,8,misc. holdfast,0.01
2018,North,Apr,BP,8,misc. red,0.0536
2018,North,Apr,BP,8,Ptilota,0.00004
2018,North,Apr,BP,9,Agarum,0.352
